Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN01023,2025-10-03,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,3202.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01024,2025-11-21,Expense,Food,Food Delivery,Weekend Brunch,1446.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN01025,2025-07-05,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,1744.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01026,2025-03-23,Expense,Insurance,Health Insurance,Term Plan Premium,3662.0,Bank Transfer,SBI,Not Applicable,12000.0
TXN01027,2025-01-13,Expense,Entertainment,Movies,Movie Ticket,1076.0,UPI,HDFC Bank,Not Applicable,4000.0
TXN01028,2025-07-15,Expense,Food,Restaurants,Food Delivery Order,1007.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01029,2025-05-26,Expense,Groceries,Dairy & Bakery,Dairy Products,2004.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01030,2025-02-11,Expense,Transportation,Fuel,Bus Ticket,487.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN01031,2025-12-05,Expense,Food,Fast Food,Food Delivery Order,974.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01032,2025-12-21,Expense,Groceries,Monthly Grocery,Dairy Products,1257.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01033,2025-05-17,Expense,Food,Cafe,Coffee At Cafe,634.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01034,2025-09-01,Expense,Transportation,Fuel,Cab Ride,2110.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01035,2025-05-31,Expense,Entertainment,Movies,Gaming Purchase,239.0,Cash,Axis Bank,Not Applicable,4000.0
TXN01036,2025-07-01,Expense,Healthcare,Medicine,Medicine Purchase,2824.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN01037,2025-08-16,Expense,Entertainment,Concerts,Gaming Purchase,1920.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN01038,2025-06-01,Expense,Bills & Utilities,Internet,Internet Bill,2367.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN01039,2025-10-20,Expense,Food,Food Delivery,Weekend Brunch,482.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01040,2025-03-11,Expense,Entertainment,Gaming,Concert Ticket,1883.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN01041,2025-09-01,Expense,Rent,Monthly Rent,Monthly Rent Payment,21171.0,Net Banking,ICICI Bank,Not Applicable,20000.0
TXN01042,2025-12-25,Expense,Shopping,Clothing,New Electronics,3694.0,Debit Card,Cash Wallet,Not Applicable,10000.0
TXN01043,2025-11-07,Expense,Bills & Utilities,Internet,Mobile Recharge,1333.0,Cash,SBI,Not Applicable,6000.0
TXN01044,2025-01-17,Expense,Bills & Utilities,Water,Water Bill,683.0,Net Banking,HDFC Bank,Not Applicable,6000.0
TXN01045,2025-02-11,Expense,Food,Fast Food,Team Lunch,568.0,Net Banking,SBI,Not Applicable,8000.0
TXN01046,2025-08-18,Expense,Shopping,Online Shopping,Flipkart Order,3460.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN01047,2025-12-04,Expense,Bills & Utilities,Mobile,Electricity Bill,1257.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01048,2025-11-05,Expense,Food,Restaurants,Food Delivery Order,665.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN01049,2025-11-26,Expense,Insurance,Health Insurance,Health Insurance Premium,7442.0,UPI,SBI,Not Applicable,12000.0
TXN01050,2025-02-24,Expense,Personal Care,Skincare,Gym Membership,1498.0,Net Banking,SBI,Not Applicable,4000.0
TXN01051,2025-07-09,Expense,Food,Food Delivery,Food Delivery Order,1286.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01052,2025-09-22,Expense,Transportation,Vehicle Maintenance,Uber Ride,1675.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN01053,2025-08-17,Expense,Healthcare,Lab Test,Pharmacy Bill,5075.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN01054,2025-10-11,Expense,Bills & Utilities,Internet,Broadband Bill,1204.0,UPI,ICICI Bank,Not Applicable,6000.0
TXN01055,2025-03-19,Expense,Groceries,Supermarket,Monthly Grocery,3417.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01056,2025-06-16,Expense,Entertainment,Netflix Subscription,Netflix Subscription,2662.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN01057,2025-06-13,Expense,Groceries,Dairy & Bakery,Grocery Shopping,3110.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01058,2025-12-10,Expense,Bills & Utilities,Water,Mobile Recharge,1733.0,Debit Card,ICICI Bank,Not Applicable,6000.0
TXN01059,2025-03-15,Expense,Healthcare,Lab Test,Medicine Purchase,3615.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN01060,2025-04-30,Expense,Personal Care,Salon,Haircut At Salon,2784.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN01061,2025-01-09,Expense,Healthcare,Doctor Visit,Medicine Purchase,6681.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01062,2025-02-25,Expense,Personal Care,Salon,Skincare Products,1841.0,Cash,SBI,Not Applicable,4000.0
TXN01063,2025-12-25,Expense,Food,Cafe,Food Delivery Order,454.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01064,2025-11-06,Expense,Entertainment,Netflix Subscription,Gaming Purchase,416.0,Debit Card,SBI,Not Applicable,4000.0
TXN01065,2025-04-05,Expense,Transportation,Fuel,Car Service,1540.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN01066,2025-09-14,Expense,Personal Care,Salon,Gym Membership,455.0,Credit Card,Cash Wallet,Not Applicable,4000.0
TXN01067,2025-08-05,Expense,Shopping,Online Shopping,Amazon Purchase,11529.0,Debit Card,Axis Bank,Not Applicable,10000.0
TXN01068,2025-11-27,Expense,Travel,Trip Package,Flight Ticket,24547.0,UPI,SBI,Not Applicable,15000.0
TXN01069,2025-04-20,Expense,Insurance,Term Plan,Vehicle Insurance,7148.0,UPI,SBI,Not Applicable,12000.0
TXN01070,2025-12-29,Expense,Food,Fast Food,Restaurant Dinner,469.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01071,2025-05-16,Expense,Food,Fast Food,Coffee At Cafe,305.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN01072,2025-09-19,Expense,Food,Fast Food,Food Delivery Order,286.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01073,2025-05-26,Expense,Transportation,Bus,Cab Ride,546.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN01074,2025-09-03,Expense,Food,Restaurants,Weekend Brunch,1006.0,Debit Card,SBI,Not Applicable,8000.0
TXN01075,2025-05-03,Expense,Bills & Utilities,Electricity,Electricity Bill,1401.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN01076,2025-11-04,Expense,Food,Fast Food,Coffee At Cafe,743.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01077,2025-08-21,Expense,Other,Subscriptions,Subscription Fee,1327.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN01078,2025-04-16,Expense,Shopping,Clothing,Amazon Purchase,662.0,Credit Card,Axis Bank,Not Applicable,10000.0
TXN01079,2025-12-17,Expense,Bills & Utilities,Electricity,Water Bill,1148.0,Debit Card,Axis Bank,Not Applicable,6000.0
TXN01080,2025-09-16,Expense,Shopping,Accessories,Online Shopping,3271.0,Bank Transfer,SBI,Not Applicable,10000.0
TXN01081,2025-06-06,Expense,Transportation,Bus,Petrol Refill,424.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01082,2025-02-19,Expense,Education,College Fees,Online Course Fee,5137.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN01083,2025-12-22,Expense,Food,Food Delivery,Coffee At Cafe,859.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01084,2025-10-03,Expense,Bills & Utilities,Internet,Broadband Bill,3690.0,UPI,Cash Wallet,Not Applicable,6000.0
TXN01085,2025-09-01,Expense,Transportation,Metro,Bus Ticket,2261.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01086,2025-11-01,Expense,Insurance,Term Plan,Life Insurance Premium,10618.0,Cash,Axis Bank,Not Applicable,12000.0
TXN01087,2025-08-10,Expense,Personal Care,Gym Membership,Gym Membership,1194.0,Cash,Axis Bank,Not Applicable,4000.0
TXN01088,2025-03-26,Expense,Healthcare,Lab Test,Pharmacy Bill,3324.0,UPI,Axis Bank,Not Applicable,5000.0
TXN01089,2025-03-28,Expense,Groceries,Vegetables & Fruits,Dairy Products,5019.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01090,2025-01-29,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,5586.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01091,2025-01-23,Expense,Transportation,Bus,Cab Ride,699.0,Credit Card,SBI,Not Applicable,5000.0
TXN01092,2025-09-23,Expense,Travel,Hotel,Train Ticket,27423.0,Bank Transfer,HDFC Bank,Not Applicable,15000.0
TXN01093,2025-11-07,Expense,Bills & Utilities,Mobile,Water Bill,4293.0,Net Banking,HDFC Bank,Not Applicable,6000.0
TXN01094,2025-03-01,Expense,Insurance,Life Insurance,Health Insurance Premium,12401.0,Debit Card,ICICI Bank,Not Applicable,12000.0
TXN01095,2025-07-29,Expense,Travel,Trip Package,Trip Package,24273.0,UPI,SBI,Not Applicable,15000.0
TXN01096,2025-02-15,Expense,Groceries,Supermarket,Monthly Grocery,4324.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01097,2025-06-01,Expense,Transportation,Vehicle Maintenance,Car Service,1635.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN01098,2025-10-16,Expense,Transportation,Bus,Petrol Refill,1046.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN01099,2025-10-24,Expense,Healthcare,Lab Test,Doctor Consultation,3770.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN01100,2025-12-13,Expense,Transportation,Metro,Bus Ticket,809.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01101,2025-04-24,Expense,Insurance,Vehicle Insurance,Life Insurance Premium,10021.0,Cash,HDFC Bank,Not Applicable,12000.0
TXN01102,2025-12-13,Expense,Transportation,Fuel,Uber Ride,1924.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN01103,2025-10-14,Expense,Transportation,Vehicle Maintenance,Metro Card Recharge,842.0,Credit Card,SBI,Not Applicable,5000.0
TXN01104,2025-05-04,Expense,Entertainment,Gaming,Movie Ticket,2730.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN01105,2025-04-30,Expense,Entertainment,Netflix Subscription,Gaming Purchase,1022.0,Cash,SBI,Not Applicable,4000.0
TXN01106,2025-02-09,Expense,Food,Food Delivery,Team Lunch,1114.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01107,2025-12-03,Expense,Rent,Monthly Rent,House Rent,16181.0,Cash,Cash Wallet,Not Applicable,20000.0
TXN01108,2025-03-16,Expense,Groceries,Dairy & Bakery,Dairy Products,4723.0,Credit Card,SBI,Not Applicable,8000.0
TXN01109,2025-04-08,Expense,Education,Course Fee,Tuition Fees,8632.0,Cash,ICICI Bank,Not Applicable,15000.0
TXN01110,2025-05-31,Expense,Insurance,Vehicle Insurance,Term Plan Premium,13532.0,Debit Card,SBI,Not Applicable,12000.0
TXN01111,2025-02-20,Expense,Other,Donation,Miscellaneous Expense,1604.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01112,2025-10-22,Expense,Groceries,Dairy & Bakery,Supermarket Bill,4521.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01113,2025-09-12,Expense,Bills & Utilities,Electricity,Mobile Recharge,2694.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01114,2025-02-27,Expense,Rent,Monthly Rent,Monthly Rent Payment,21221.0,Bank Transfer,HDFC Bank,Not Applicable,20000.0
TXN01115,2025-03-01,Expense,Bills & Utilities,Water,Electricity Bill,457.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN01116,2025-01-09,Expense,Bills & Utilities,Internet,Mobile Recharge,447.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN01117,2025-12-13,Expense,Bills & Utilities,Mobile,Electricity Bill,1475.0,Debit Card,ICICI Bank,Not Applicable,6000.0
TXN01118,2025-06-09,Expense,Bills & Utilities,Mobile,Mobile Recharge,3030.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01119,2025-08-28,Expense,Personal Care,Salon,Haircut At Salon,1463.0,UPI,SBI,Not Applicable,4000.0
TXN01120,2025-02-24,Expense,Healthcare,Doctor Visit,Medical Checkup,6922.0,Credit Card,SBI,Not Applicable,5000.0
TXN01121,2025-03-26,Expense,Entertainment,Netflix Subscription,Netflix Subscription,205.0,Credit Card,Cash Wallet,Not Applicable,4000.0
TXN01122,2025-07-17,Expense,Healthcare,Medicine,Medical Checkup,7708.0,Debit Card,SBI,Not Applicable,5000.0
TXN01123,2025-03-18,Expense,Other,Donation,Gift Purchase,2388.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN01124,2025-08-12,Expense,Education,Books & Materials,Books Purchase,16696.0,Bank Transfer,Axis Bank,Not Applicable,15000.0
TXN01125,2025-12-04,Expense,Travel,Trip Package,Trip Package,28578.0,UPI,SBI,Not Applicable,15000.0
TXN01126,2025-04-22,Expense,Personal Care,Gym Membership,Grooming Kit,492.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN01127,2025-08-10,Expense,Food,Restaurants,Team Lunch,195.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01128,2025-12-01,Expense,Healthcare,Lab Test,Medical Checkup,2454.0,Bank Transfer,Cash Wallet,Not Applicable,5000.0
TXN01129,2025-11-23,Expense,Food,Cafe,Restaurant Dinner,329.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01130,2025-01-03,Expense,Transportation,Fuel,Petrol Refill,309.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01131,2025-02-10,Expense,Groceries,Dairy & Bakery,Supermarket Bill,1545.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01132,2025-12-26,Expense,Bills & Utilities,Electricity,Water Bill,3587.0,Credit Card,SBI,Not Applicable,6000.0
TXN01133,2025-12-04,Expense,Bills & Utilities,Internet,Internet Bill,2967.0,UPI,HDFC Bank,Not Applicable,6000.0
TXN01134,2025-04-28,Expense,Entertainment,Movies,Movie Ticket,2931.0,UPI,SBI,Not Applicable,4000.0
TXN01135,2025-07-09,Expense,Transportation,Cab,Bus Ticket,869.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN01136,2025-07-29,Expense,Transportation,Fuel,Uber Ride,1528.0,Bank Transfer,Cash Wallet,Not Applicable,5000.0
TXN01137,2025-09-01,Expense,Healthcare,Doctor Visit,Lab Test,7817.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01138,2025-10-01,Expense,Travel,Flight,Hotel Booking,4552.0,Net Banking,ICICI Bank,Not Applicable,15000.0
TXN01139,2025-05-17,Expense,Bills & Utilities,Electricity,Broadband Bill,2824.0,Bank Transfer,Axis Bank,Not Applicable,6000.0
TXN01140,2025-11-21,Expense,Groceries,Dairy & Bakery,Supermarket Bill,3120.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01141,2025-01-22,Expense,Travel,Train,Train Ticket,34471.0,Credit Card,SBI,Not Applicable,15000.0
TXN01142,2025-01-12,Expense,Transportation,Fuel,Cab Ride,884.0,Net Banking,SBI,Not Applicable,5000.0
TXN01143,2025-12-16,Expense,Transportation,Fuel,Uber Ride,2123.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01145,2025-12-30,Expense,Insurance,Life Insurance,Vehicle Insurance,5681.0,Bank Transfer,ICICI Bank,Not Applicable,12000.0
TXN01146,2025-04-15,Expense,Entertainment,Music,Concert Ticket,1355.0,Cash,ICICI Bank,Not Applicable,4000.0
TXN01147,2025-05-14,Expense,Groceries,Monthly Grocery,Grocery Shopping,5990.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01148,2025-01-11,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,1664.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01149,2025-12-11,Expense,Bills & Utilities,Electricity,Broadband Bill,1659.0,Bank Transfer,ICICI Bank,Not Applicable,6000.0
TXN01150,2025-05-12,Expense,Food,Cafe,Team Lunch,954.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01151,2025-03-03,Expense,Personal Care,Salon,Grooming Kit,2747.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN01152,2025-06-26,Expense,Other,Miscellaneous,Subscription Fee,345.0,Cash,SBI,Not Applicable,5000.0
TXN01153,2025-02-26,Expense,Food,Restaurants,Weekend Brunch,1230.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN01154,2025-10-16,Expense,Bills & Utilities,Internet,Electricity Bill,2805.0,Cash,SBI,Not Applicable,6000.0
TXN01155,2025-01-27,Expense,Bills & Utilities,Mobile,Internet Bill,4987.0,Net Banking,SBI,Not Applicable,6000.0
TXN01156,2025-07-02,Expense,Food,Fast Food,Fast Food Lunch,866.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01157,2025-05-23,Expense,Insurance,Life Insurance,Health Insurance Premium,8765.0,Cash,Cash Wallet,Not Applicable,12000.0
TXN01158,2025-01-14,Expense,Transportation,Cab,Car Service,57.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01159,2025-01-20,Expense,Insurance,Vehicle Insurance,Term Plan Premium,13097.0,Net Banking,Axis Bank,Not Applicable,12000.0
TXN01160,2025-07-09,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,3902.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01161,2025-05-25,Expense,Transportation,Fuel,Fuel Top-up,194.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01162,2025-02-17,Expense,Groceries,Dairy & Bakery,Vegetables & Fruits,1060.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01163,2025-02-20,Expense,Food,Food Delivery,Team Lunch,1273.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01164,2025-10-21,Expense,Food,Restaurants,Team Lunch,806.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN01165,2025-09-24,Expense,Food,Food Delivery,Restaurant Dinner,887.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01166,2025-08-10,Expense,Travel,Flight,Hotel Booking,31109.0,Bank Transfer,ICICI Bank,Not Applicable,15000.0
TXN01167,2025-11-01,Expense,Rent,Monthly Rent,House Rent,22820.0,Cash,HDFC Bank,Not Applicable,20000.0
TXN01168,2025-01-26,Expense,Food,Cafe,Food Delivery Order,154.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01169,2025-09-09,Expense,Entertainment,Music,Spotify Subscription,1045.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN01170,2025-10-02,Expense,Groceries,Dairy & Bakery,Vegetables & Fruits,3480.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01171,2025-03-15,Expense,Other,Subscriptions,Donation,443.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01172,2025-07-15,Expense,Education,Course Fee,College Fees,11367.0,UPI,SBI,Not Applicable,15000.0
TXN01173,2025-10-07,Expense,Food,Fast Food,Food Delivery Order,315.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01174,2025-08-09,Expense,Transportation,Bus,Car Service,528.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN01175,2025-04-02,Expense,Food,Food Delivery,Food Delivery Order,535.0,Credit Card,SBI,Not Applicable,8000.0
TXN01176,2025-08-31,Expense,Bills & Utilities,Electricity,Broadband Bill,4602.0,Cash,SBI,Not Applicable,6000.0
TXN01177,2025-10-05,Expense,Food,Food Delivery,Weekend Brunch,906.0,Cash,SBI,Not Applicable,8000.0
TXN01178,2025-01-04,Expense,Groceries,Vegetables & Fruits,Dairy Products,4094.0,UPI,SBI,Not Applicable,8000.0
TXN01179,2025-07-27,Expense,Bills & Utilities,Mobile,Electricity Bill,3856.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01180,2025-07-04,Expense,Groceries,Dairy & Bakery,Monthly Grocery,4606.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN01181,2025-05-14,Expense,Transportation,Cab,Uber Ride,1509.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN01182,2025-01-17,Expense,Shopping,Electronics,Online Shopping,2379.0,Debit Card,SBI,Not Applicable,10000.0
TXN01183,2025-01-31,Expense,Food,Cafe,Weekend Brunch,294.0,Cash,SBI,Not Applicable,8000.0
TXN01184,2025-10-01,Expense,Groceries,Monthly Grocery,Dairy Products,577.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01185,2025-10-30,Expense,Rent,Monthly Rent,Monthly Rent Payment,14344.0,Credit Card,ICICI Bank,Not Applicable,20000.0
TXN01186,2025-06-03,Expense,Transportation,Cab,Bus Ticket,979.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN01187,2025-12-09,Expense,Food,Restaurants,Restaurant Dinner,122.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01188,2025-12-05,Expense,Personal Care,Gym Membership,Grooming Kit,1242.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN01189,2025-09-01,Expense,Healthcare,Lab Test,Pharmacy Bill,2119.0,Net Banking,SBI,Not Applicable,5000.0
TXN01190,2025-08-01,Expense,Shopping,Electronics,Clothing Shopping,4119.0,UPI,HDFC Bank,Not Applicable,10000.0
TXN01191,2025-12-19,Expense,Personal Care,Grooming,Skincare Products,1483.0,UPI,Axis Bank,Not Applicable,4000.0
TXN01192,2025-08-11,Expense,Rent,Monthly Rent,Monthly Rent Payment,19211.0,Net Banking,HDFC Bank,Not Applicable,20000.0
TXN01193,2025-12-07,Expense,Groceries,Dairy & Bakery,Supermarket Bill,4094.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01194,2025-12-24,Expense,Healthcare,Doctor Visit,Medicine Purchase,1447.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01195,2025-03-13,Expense,Food,Cafe,Weekend Brunch,678.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN01196,2025-08-30,Expense,Shopping,Clothing,Online Shopping,2512.0,Bank Transfer,HDFC Bank,Not Applicable,10000.0
TXN01197,2025-09-24,Expense,Transportation,Metro,Cab Ride,2480.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN01198,2025-10-27,Expense,Personal Care,Grooming,Gym Membership,2014.0,UPI,HDFC Bank,Not Applicable,4000.0
TXN01199,2025-05-08,Expense,Rent,Monthly Rent,Monthly Rent Payment,18972.0,Cash,Cash Wallet,Not Applicable,20000.0
TXN01200,2025-11-11,Expense,Groceries,Supermarket,Dairy Products,3026.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01201,2025-06-27,Expense,Groceries,Dairy & Bakery,Monthly Grocery,5254.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN01202,2025-05-22,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,2086.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01203,2025-02-27,Expense,Healthcare,Lab Test,Pharmacy Bill,7970.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN01204,2025-04-28,Expense,Transportation,Fuel,Petrol Refill,1223.0,Debit Card,HDFC Bank,Not Applicable,5000.0
TXN01205,2025-12-22,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,604.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01206,2025-09-19,Expense,Education,Course Fee,Certification Fee,4135.0,Debit Card,ICICI Bank,Not Applicable,15000.0
TXN01207,2025-09-23,Expense,Bills & Utilities,Internet,Broadband Bill,3855.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN01208,2025-11-23,Expense,Education,Course Fee,Certification Fee,22058.0,Cash,Cash Wallet,Not Applicable,15000.0
TXN01209,2025-04-08,Expense,Food,Restaurants,Fast Food Lunch,692.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01210,2025-08-30,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,966.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN01211,2025-05-16,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,4533.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN01213,2025-06-04,Expense,Groceries,Dairy & Bakery,Monthly Grocery,4097.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01214,2025-11-09,Expense,Rent,Monthly Rent,Monthly Rent Payment,13171.0,UPI,Axis Bank,Not Applicable,20000.0
TXN01215,2025-09-30,Expense,Personal Care,Skincare,Haircut At Salon,1225.0,Bank Transfer,HDFC Bank,Not Applicable,4000.0
TXN01216,2025-10-09,Expense,Food,Fast Food,Team Lunch,781.0,UPI,SBI,Not Applicable,8000.0
TXN01217,2025-12-04,Expense,Transportation,Cab,Fuel Top-up,668.0,UPI,Axis Bank,Not Applicable,5000.0
TXN01218,2025-10-16,Expense,Shopping,Clothing,Amazon Purchase,8358.0,Credit Card,HDFC Bank,Not Applicable,10000.0
TXN01219,2025-04-28,Expense,Entertainment,Netflix Subscription,Movie Ticket,2276.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN01220,2025-07-10,Expense,Travel,Hotel,Flight Ticket,28742.0,Cash,Cash Wallet,Not Applicable,15000.0
TXN01221,2025-06-22,Expense,Transportation,Fuel,Metro Card Recharge,2043.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN01222,2025-01-24,Expense,Entertainment,Music,Concert Ticket,256.0,Cash,ICICI Bank,Not Applicable,4000.0
TXN01223,2025-08-05,Expense,Healthcare,Lab Test,Medicine Purchase,7048.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01224,2025-06-09,Expense,Shopping,Electronics,Online Shopping,2692.0,Credit Card,Cash Wallet,Not Applicable,10000.0
TXN01225,2025-05-24,Expense,Food,Food Delivery,Coffee At Cafe,187.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01226,2025-02-10,Expense,Groceries,Monthly Grocery,Supermarket Bill,5897.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01227,2025-07-04,Expense,Groceries,Supermarket,Dairy Products,5520.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01228,2025-07-31,Expense,Personal Care,Grooming,Haircut At Salon,1591.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN01229,2025-02-08,Expense,Transportation,Bus,Metro Card Recharge,2446.0,Bank Transfer,ICICI Bank,Not Applicable,5000.0
TXN01230,2025-08-20,Expense,Transportation,Vehicle Maintenance,Bus Ticket,1024.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN01231,2025-03-03,Expense,Insurance,Vehicle Insurance,Term Plan Premium,10472.0,Debit Card,Axis Bank,Not Applicable,12000.0
TXN01232,2025-02-22,Expense,Shopping,Online Shopping,Online Shopping,3005.0,Net Banking,HDFC Bank,Not Applicable,10000.0
TXN01233,2025-05-27,Expense,Other,Miscellaneous,Subscription Fee,981.0,UPI,Axis Bank,Not Applicable,5000.0
TXN01234,2025-05-23,Expense,Bills & Utilities,Water,Internet Bill,1648.0,Cash,HDFC Bank,Not Applicable,6000.0
